Aqft,T,9,5,1573,9
Aqft,T,9,6,1813,9
Aqft,T,9,7,2043,9
Aqft,T,9,8,2213,9
Aqft,T,9,9,2411,9
Aqft,T,9,10,2617,9
Aqft,T,10,1,889,8
Aqft,T,10,2,1295,10
Aqft,T,10,3,1551,10
Aqft,T,10,4,1825,10
Aqft,T,10,5,2081,10
Aqft,T,10,6,2439,10
Aqft,T,10,7,2701,10
Aqft,T,10,8,2967,10
Aqft,T,10,9,3243,10
Aqft,T,10,10,3499,10
Aqft,T,11,1,1091,8
Aqft,T,11,2,1691,11
Aqft,T,11,3,2003,11
Aqft,T,11,4,2385,11
Aqft,T,11,5,2683,11
Aqft,T,11,6,3155,11
Aqft,T,11,7,3525,11
Aqft,T,11,8,3833,11
Aqft,T,11,9,4161,11
Aqft,T,11,10,4495,11
Aqft,T,12,1,1409,9
Aqft,T,12,2,2113,11
Aqft,T,12,3,2561,12
Aqft,T,12,4,3011,12
Aqft,T,12,5,3391,12
Aqft,T,12,6,3979,12
Aqft,T,12,7,4395,12
Aqft,T,12,8,4821,12
Aqft,T,12,9,5267,12
Aqft,T,12,10,5693,12
Aqft,T,13,1,1687,9
Aqft,T,13,2,2509,11
Aqft,T,13,3,3153,13
Aqft,T,13,4,3749,13
Aqft,T,13,5,4243,13
Aqft,T,13,6,4819,13
Aqft,T,13,7,5381,13
Aqft,T,13,8,5919,13
Aqft,T,13,9,6483,13
Aqft,T,13,10,7071,13
Aqft,T,14,1,2001,9
Aqft,T,14,2,3013,12
Aqft,T,14,3,3865,14
Aqft,T,14,4,4541,14
Aqft,T,14,5,5119,14
Aqft,T,14,6,5823,14
Aqft,T,14,7,6475,14
Aqft,T,14,8,7195,14
Aqft,T,14,9,7817,14
Aqft,T,14,10,8499,14
Aqft,T,15,1,2301,9
Aqft,T,15,2,3541,12
Aqft,T,15,3,4553,15
Aqft,T,15,4,5417,15
Aqft,T,15,5,6045,15
Aqft,T,15,6,6915,15
Aqft,T,15,7,7727,15
Aqft,T,15,8,8527,15
Aqft,T,15,9,9379,15
Aqft,T,15,10,10153,15
Aqft,T,16,1,2727,10
Aqft,T,16,2,4103,12
Aqft,T,16,3,5365,14
Aqft,T,16,4,6319,16
Aqft,T,16,5,7143,16
Aqft,T,16,6,8167,16
Aqft,T,16,7,9113,16
Aqft,T,16,8,9979,16
Aqft,T,16,9,10869,16
Aqft,T,16,10,11819,16
Aqft,T,17,1,3041,10
Aqft,T,17,2,4789,13
Aqft,T,17,3,6165,15
Aqft,T,17,4,7323,17
Aqft,T,17,5,8367,17
Aqft,T,17,6,9407,17
Aqft,T,17,7,10591,17
Aqft,T,17,8,11543,17
Aqft,T,17,9,12667,17
Aqft,T,17,10,13755,17
Aqft,T,18,1,3357,10
Aqft,T,18,2,5323,13
Aqft,T,18,3,7013,15
Aqft,T,18,4,8417,18
Aqft,T,18,5,9691,18
Aqft,T,18,6,10789,18
Aqft,T,18,7,12129,18
Aqft,T,18,8,13169,18
Aqft,T,18,9,14413,18
Aqft,T,18,10,15737,18
Aqft,T,19,1,3689,10
Aqft,T,19,2,6041,13
Aqft,T,19,3,7911,16
Aqft,T,19,4,9549,19
Aqft,T,19,5,11083,19
Aqft,T,19,6,12281,19
Aqft,T,19,7,13827,19
Aqft,T,19,8,15069,19
Aqft,T,19,9,16421,19
Aqft,T,19,10,17853,19
Aqft,T,20,1,4319,10
Aqft,T,20,2,6653,13
Aqft,T,20,3,8837,16
Aqft,T,20,4,10859,19
Aqft,T,20,5,12555,20
Aqft,T,20,6,13965,20
Aqft,T,20,7,15625,20
Aqft,T,20,8,16951,20
Aqft,T,20,9,18459,20
Aqft,T,20,10,20173,20
Aqft,T,21,1,4669,11
Aqft,T,21,2,7333,13
Aqft,T,21,3,9695,16
Aqft,T,21,4,12165,19
Aqft,T,21,5,14091,21
Aqft,T,21,6,15767,21
Aqft,T,21,7,17459,21
Aqft,T,21,8,18979,21
Aqft,T,21,9,20751,21
Aqft,T,21,10,22683,21
Aqft,T,22,1,5083,11
Aqft,T,22,2,7957,13
Aqft,T,22,3,10721,16
Aqft,T,22,4,13419,19
Aqft,T,22,5,15685,22
Aqft,T,22,6,17469,22
Aqft,T,22,7,19515,22
Aqft,T,22,8,21169,22
Aqft,T,22,9,23249,22
Aqft,T,22,10,25283,22
Aqft,T,23,1,5551,10
Aqft,T,23,2,8735,13
Aqft,T,23,3,11899,17
Aqft,T,23,4,14749,19
Aqft,T,23,5,17585,23
Aqft,T,23,6,19581,23
Aqft,T,23,7,21627,23
Aqft,T,23,8,23625,23
Aqft,T,23,9,25679,23
Aqft,T,23,10,28077,23
Aqft,T,24,1,5915,10
Aqft,T,24,2,9453,14
Aqft,T,24,3,12887,17
Aqft,T,24,4,16061,19
Aqft,T,24,5,19383,23
Aqft,T,24,6,21673,24
Aqft,T,24,7,23841,24
Aqft,T,24,8,25975,24
Aqft,T,24,9,28335,24
Aqft,T,24,10,30989,24
Aqft,T,25,1,6349,10
Aqft,T,25,2,10165,14
Aqft,T,25,3,13799,17
Aqft,T,25,4,17527,20
Aqft,T,25,5,21289,23
Aqft,T,25,6,23835,25
Aqft,T,25,7,26259,25
Aqft,T,25,8,28849,25
Aqft,T,25,9,31121,25
Aqft,T,25,10,33953,25
Aqft,T,26,1,7043,11
Aqft,T,26,2,10835,14
Aqft,T,26,3,14851,17
Aqft,T,26,4,18881,20
Aqft,T,26,5,22967,22
Aqft,T,26,6,26085,26
Aqft,T,26,7,28661,26
Aqft,T,26,8,31511,26
Aqft,T,26,9,34093,26
Aqft,T,26,10,37191,26
Aqft,T,27,1,7425,11
Aqft,T,27,2,11471,14
Aqft,T,27,3,16053,17
Aqft,T,27,4,20255,20
Aqft,T,27,5,25035,23
Aqft,T,27,6,28515,27
Aqft,T,27,7,31273,27
Aqft,T,27,8,34227,27
Aqft,T,27,9,37071,27
Aqft,T,27,10,40455,27
Aqft,T,28,1,7793,11
Aqft,T,28,2,12379,14
Aqft,T,28,3,17303,17
Aqft,T,28,4,21861,20
Aqft,T,28,5,26817,23
Aqft,T,28,6,30953,25
Aqft,T,28,7,33999,28
Aqft,T,28,8,37149,28
Aqft,T,28,9,40641,28
Aqft,T,28,10,43949,28
Aqft,T,29,1,8243,11
Aqft,T,29,2,12991,14
Aqft,T,29,3,18345,17
Aqft,T,29,4,23417,20
Aqft,T,29,5,28631,23
Aqft,T,29,6,33241,26
Aqft,T,29,7,36725,29
Aqft,T,29,8,40229,29
Aqft,T,29,9,44021,29
Aqft,T,29,10,47493,29
Aqft,T,30,1,8691,11
Aqft,T,30,2,13769,14
Aqft,T,30,3,19447,18
Aqft,T,30,4,24971,21
Aqft,T,30,5,30669,23
Aqft,T,30,6,35727,26
Aqft,T,30,7,39835,30
Aqft,T,30,8,43523,30
Aqft,T,30,9,47303,30
Aqft,T,30,10,51231,30
Aqft,T,31,1,9109,11
Aqft,T,31,2,14459,14
Aqft,T,31,3,20751,17
Aqft,T,31,4,26507,20
Aqft,T,31,5,32703,23
Aqft,T,31,6,38137,26
Aqft,T,31,7,42987,29
Aqft,T,31,8,47063,31
Aqft,T,31,9,51177,31
Aqft,T,31,10,55175,31
Aqft,T,32,1,9593,11
Aqft,T,32,2,15239,14
Aqft,T,32,3,21705,17
Aqft,T,32,4,28137,21
Aqft,T,32,5,34791,24
Aqft,T,32,6,40803,26
Aqft,T,32,7,46105,29
Aqft,T,32,8,50603,31
Aqft,T,32,9,54905,32
Aqft,T,32,10,59289,32
CatAqft,T,21,1,2592,10
CatAqft,T,21,2,3292,13
CatAqft,T,21,3,3878,16
CatAqft,T,21,4,4322,18
CatAqft,T,21,5,4716,20
CatAqft,T,21,6,4966,21
CatAqft,T,21,7,5150,21
CatAqft,T,21,8,5330,21
CatAqft,T,21,9,5520,21
CatAqft,T,21,10,5742,21
CatAqft,T,22,1,2744,10
CatAqft,T,22,2,3490,13
CatAqft,T,22,3,4134,16
CatAqft,T,22,4,4652,18
CatAqft,T,22,5,5090,20
CatAqft,T,22,6,5388,22
CatAqft,T,22,7,5588,22
CatAqft,T,22,8,5774,22
CatAqft,T,22,9,5984,22
CatAqft,T,22,10,6206,22
CatAqft,T,23,1,2892,10
CatAqft,T,23,2,3698,13
CatAqft,T,23,3,4384,16
CatAqft,T,23,4,5012,19
CatAqft,T,23,5,5486,21
CatAqft,T,23,6,5844,23
CatAqft,T,23,7,6048,23
CatAqft,T,23,8,6250,23
CatAqft,T,23,9,6450,23
CatAqft,T,23,10,6694,23
CatAqft,T,24,1,3044,10
CatAqft,T,24,2,3908,13
CatAqft,T,24,3,4676,16
CatAqft,T,24,4,5312,19
CatAqft,T,24,5,5838,21
CatAqft,T,24,6,6262,23
CatAqft,T,24,7,6526,24
CatAqft,T,24,8,6726,24
CatAqft,T,24,9,6942,24
CatAqft,T,24,10,7196,24
CatAqft,T,25,1,3196,10
CatAqft,T,25,2,4116,13
CatAqft,T,25,3,4936,16
CatAqft,T,25,4,5636,19
CatAqft,T,25,5,6274,22
CatAqft,T,25,6,6724,24
CatAqft,T,25,7,7026,25
CatAqft,T,25,8,7246,25
CatAqft,T,25,9,7464,25
CatAqft,T,25,10,7712,25
CatAqft,T,26,1,3368,10
CatAqft,T,26,2,4342,13
CatAqft,T,26,3,5202,16
CatAqft,T,26,4,5954,19
CatAqft,T,26,5,6614,22
CatAqft,T,26,6,7130,24
CatAqft,T,26,7,7532,26
CatAqft,T,26,8,7774,26
CatAqft,T,26,9,7992,26
CatAqft,T,26,10,8246,26
CatAqft,T,27,1,3568,10
CatAqft,T,27,2,4704,13
CatAqft,T,27,3,5514,16
CatAqft,T,27,4,6308,19
CatAqft,T,27,5,6990,22
CatAqft,T,27,6,7588,24
CatAqft,T,27,7,7988,26
CatAqft,T,27,8,8302,27
CatAqft,T,27,9,8542,27
CatAqft,T,27,10,8800,27
CatAqft,T,28,1,3928,11
CatAqft,T,28,2,4944,14
CatAqft,T,28,3,5870,17
CatAqft,T,28,4,6686,19
CatAqft,T,28,5,7356,22
CatAqft,T,28,6,8024,25
CatAqft,T,28,7,8518,27
CatAqft,T,28,8,8848,28
CatAqft,T,28,9,9112,28
CatAqft,T,28,10,9370,28
CatAqft,T,29,1,4096,11
CatAqft,T,29,2,5158,14
CatAqft,T,29,3,6134,17
CatAqft,T,29,4,7030,20
CatAqft,T,29,5,7816,22
CatAqft,T,29,6,8438,25
CatAqft,T,29,7,8986,27
CatAqft,T,29,8,9432,29
CatAqft,T,29,9,9686,29
CatAqft,T,29,10,9962,29
CatAqft,T,30,1,4256,11
CatAqft,T,30,2,5366,14
CatAqft,T,30,3,6410,17
CatAqft,T,30,4,7342,20
CatAqft,T,30,5,8208,23
CatAqft,T,30,6,8892,25
CatAqft,T,30,7,9526,28
CatAqft,T,30,8,9986,29
CatAqft,T,30,9,10292,30
CatAqft,T,30,10,10560,30
CatAqft,T,31,1,4422,11
CatAqft,T,31,2,5580,14
CatAqft,T,31,3,6674,17
CatAqft,T,31,4,7654,20
CatAqft,T,31,5,8568,23
CatAqft,T,31,6,9376,26
CatAqft,T,31,7,9994,28
CatAqft,T,31,8,10548,30
CatAqft,T,31,9,10910,31
CatAqft,T,31,10,11186,31
CatAqft,T,32,1,4586,11
CatAqft,T,32,2,5794,14
CatAqft,T,32,3,6934,17
CatAqft,T,32,4,7986,20
CatAqft,T,32,5,8940,23
CatAqft,T,32,6,9792,26
CatAqft,T,32,7,10496,28
CatAqft,T,32,8,11110,30
CatAqft,T,32,9,11548,32
CatAqft,T,32,10,11834,32
Aqft,CNOT,4,2,36,4
Aqft,CNOT,4,5,36,4
Aqft,CNOT,4,1,36,4
Aqft,CNOT,4,6,36,4
Aqft,CNOT,4,4,36,4
Aqft,CNOT,4,8,36,4
Aqft,CNOT,4,7,36,4
Aqft,CNOT,4,3,36,4
Aqft,CNOT,4,10,36,4
Aqft,CNOT,4,9,36,4
Aqft,CNOT,5,1,68,5
Aqft,CNOT,5,2,68,5
Aqft,CNOT,5,4,68,5
Aqft,CNOT,5,6,68,5
Aqft,CNOT,5,8,68,5
Aqft,CNOT,5,3,68,5
Aqft,CNOT,5,5,68,5
Aqft,CNOT,6,2,110,6
Aqft,CNOT,5,7,68,5
Aqft,CNOT,5,9,68,5
Aqft,CNOT,6,3,110,6
Aqft,CNOT,5,10,68,5
Aqft,CNOT,6,1,110,6
Aqft,CNOT,6,6,110,6
Aqft,CNOT,6,4,110,6
Aqft,CNOT,6,5,110,6
Aqft,CNOT,6,7,110,6
Aqft,CNOT,6,8,110,6
Aqft,CNOT,7,2,162,7
Aqft,CNOT,7,3,162,7
Aqft,CNOT,7,1,152,6
Aqft,CNOT,6,10,110,6
Aqft,CNOT,7,6,162,7
Aqft,CNOT,6,9,110,6
Aqft,CNOT,7,4,162,7
Aqft,CNOT,8,2,224,8
Aqft,CNOT,7,5,162,7
Aqft,CNOT,8,1,214,7
Aqft,CNOT,7,7,162,7
Aqft,CNOT,8,4,224,8
Aqft,CNOT,8,3,224,8
Aqft,CNOT,7,9,162,7
Aqft,CNOT,7,10,162,7
Aqft,CNOT,7,8,162,7
Aqft,CNOT,8,6,224,8
Aqft,CNOT,8,5,224,8
Aqft,CNOT,8,7,224,8
Aqft,CNOT,8,9,224,8
Aqft,CNOT,9,3,296,9
Aqft,CNOT,8,8,224,8
Aqft,CNOT,8,10,224,8
Aqft,CNOT,9,4,296,9
Aqft,CNOT,9,2,296,9
Aqft,CNOT,9,5,296,9
Aqft,CNOT,9,1,266,7
Aqft,CNOT,9,6,296,9
Aqft,CNOT,9,9,296,9
Aqft,CNOT,9,8,296,9
Aqft,CNOT,9,7,296,9
Aqft,CNOT,10,3,378,10
Aqft,CNOT,10,1,348,8
Aqft,CNOT,9,10,296,9
Aqft,CNOT,10,2,378,10
Aqft,CNOT,10,5,378,10
Aqft,CNOT,10,4,378,10
Aqft,CNOT,10,6,378,10
Aqft,CNOT,10,8,378,10
Aqft,CNOT,11,3,470,11
Aqft,CNOT,10,7,378,10
Aqft,CNOT,10,9,378,10
Aqft,CNOT,10,10,378,10
Aqft,CNOT,11,1,410,8
Aqft,CNOT,11,5,470,11
Aqft,CNOT,11,2,460,10
Aqft,CNOT,11,4,470,11
Aqft,CNOT,11,8,470,11
Aqft,CNOT,11,6,470,11
Aqft,CNOT,11,7,470,11
Aqft,CNOT,11,10,470,11
Aqft,CNOT,11,9,470,11
Aqft,CNOT,12,4,572,12
Aqft,CNOT,12,3,572,12
Aqft,CNOT,12,5,572,12
Aqft,CNOT,12,6,572,12
Aqft,CNOT,12,1,512,9
Aqft,CNOT,12,8,572,12
Aqft,CNOT,12,2,562,11
Aqft,CNOT,12,7,572,12
Aqft,CNOT,12,10,572,12
Aqft,CNOT,12,9,572,12
Aqft,CNOT,13,5,684,13
Aqft,CNOT,13,4,684,13
Aqft,CNOT,13,2,654,11
Aqft,CNOT,13,3,684,13
Aqft,CNOT,13,6,684,13
Aqft,CNOT,13,7,684,13
Aqft,CNOT,13,8,684,13
Aqft,CNOT,13,1,584,9
Aqft,CNOT,13,10,684,13
Aqft,CNOT,14,5,806,14
Aqft,CNOT,14,4,806,14
Aqft,CNOT,13,9,684,13
Aqft,CNOT,14,7,806,14
Aqft,CNOT,14,6,806,14
Aqft,CNOT,14,3,806,14
Aqft,CNOT,14,2,776,12
Aqft,CNOT,14,1,656,9
Aqft,CNOT,14,8,806,14
Aqft,CNOT,14,9,806,14
Aqft,CNOT,15,4,938,15
Aqft,CNOT,14,10,806,14
Aqft,CNOT,15,5,938,15
Aqft,CNOT,15,6,938,15
Aqft,CNOT,15,8,938,15
Aqft,CNOT,15,7,938,15
Aqft,CNOT,15,10,938,15
Aqft,CNOT,15,3,938,15
Aqft,CNOT,16,5,1080,16
Aqft,CNOT,15,9,938,15
Aqft,CNOT,15,1,728,9
Aqft,CNOT,16,6,1080,16
Aqft,CNOT,16,7,1080,16
Aqft,CNOT,15,2,878,12
Aqft,CNOT,16,8,1080,16
Aqft,CNOT,16,3,1070,15
Aqft,CNOT,16,4,1080,16
Aqft,CNOT,16,2,1020,13
Aqft,CNOT,17,5,1232,17
Aqft,CNOT,16,10,1080,16
Aqft,CNOT,16,9,1080,16
Aqft,CNOT,17,6,1232,17
Aqft,CNOT,17,8,1232,17
Aqft,CNOT,16,1,870,10
Aqft,CNOT,17,4,1232,17
Aqft,CNOT,17,7,1232,17
Aqft,CNOT,17,9,1232,17
Aqft,CNOT,18,5,1394,18
Aqft,CNOT,18,6,1394,18
Aqft,CNOT,17,10,1232,17
Aqft,CNOT,17,3,1202,15
Aqft,CNOT,18,7,1394,18
Aqft,CNOT,18,4,1394,18
Aqft,CNOT,17,1,952,10
Aqft,CNOT,17,2,1132,13
Aqft,CNOT,18,8,1394,18
Aqft,CNOT,18,9,1394,18
Aqft,CNOT,19,5,1566,19
Aqft,CNOT,18,10,1394,18
Aqft,CNOT,18,3,1334,15
Aqft,CNOT,19,6,1566,19
Aqft,CNOT,19,7,1566,19
Aqft,CNOT,19,9,1566,19
Aqft,CNOT,19,8,1566,19
Aqft,CNOT,19,10,1566,19
Aqft,CNOT,18,2,1244,13
Aqft,CNOT,18,1,1034,10
Aqft,CNOT,19,4,1566,19
Aqft,CNOT,20,6,1748,20
Aqft,CNOT,20,7,1748,20
Aqft,CNOT,20,8,1748,20
Aqft,CNOT,19,1,1116,10
Aqft,CNOT,20,4,1738,19
Aqft,CNOT,20,9,1748,20
Aqft,CNOT,20,5,1748,20
Aqft,CNOT,19,3,1506,16
Aqft,CNOT,19,2,1356,13
Aqft,CNOT,20,10,1748,20
Aqft,CNOT,21,6,1940,21
Aqft,CNOT,21,8,1940,21
Aqft,CNOT,21,7,1940,21
Aqft,CNOT,20,3,1648,16
Aqft,CNOT,21,5,1940,21
Aqft,CNOT,20,1,1198,10
Aqft,CNOT,20,2,1468,13
Aqft,CNOT,21,9,1940,21
Aqft,CNOT,21,10,1940,21
Aqft,CNOT,22,6,2142,22
Aqft,CNOT,22,8,2142,22
Aqft,CNOT,21,4,1880,18
Aqft,CNOT,22,7,2142,22
Aqft,CNOT,21,1,1390,11
Aqft,CNOT,22,10,2142,22
Aqft,CNOT,22,9,2142,22
Aqft,CNOT,21,2,1580,13
Aqft,CNOT,22,5,2142,22
Aqft,CNOT,21,3,1790,16
Aqft,CNOT,23,8,2354,23
Aqft,CNOT,23,7,2354,23
Aqft,CNOT,23,9,2354,23
Aqft,CNOT,22,4,2082,19
Aqft,CNOT,22,1,1482,11
Aqft,CNOT,23,6,2354,23
Aqft,CNOT,22,3,1932,16
Aqft,CNOT,23,10,2354,23
Aqft,CNOT,23,5,2344,22
Aqft,CNOT,22,2,1692,13
Aqft,CNOT,24,7,2576,24
Aqft,CNOT,24,8,2576,24
Aqft,CNOT,24,6,2576,24
Aqft,CNOT,24,9,2576,24
Aqft,CNOT,23,1,1444,10
Aqft,CNOT,23,4,2254,19
Aqft,CNOT,24,10,2576,24
Aqft,CNOT,23,3,2074,16
Aqft,CNOT,23,2,1804,13
Aqft,CNOT,25,7,2808,25
Aqft,CNOT,25,9,2808,25
Aqft,CNOT,25,8,2808,25
Aqft,CNOT,24,4,2426,19
Aqft,CNOT,24,5,2566,23
Aqft,CNOT,25,10,2808,25
Aqft,CNOT,24,1,1526,10
Aqft,CNOT,24,3,2296,17
Aqft,CNOT,24,2,1916,13
